instance,hvns,dabc,acols.lowEva,ils.neh,hvns.tuned,dabc.tuned
f2inter-150-m2const-bufcount-big-1-2,1.8941294530858,3.78809165412276,1.8941294530858,1,1.8941294530858,3.78809165412276
f2inter-150-m2const-bufcount-big-1-3,1.8941294530858,3.78809165412276,1.8941294530858,1,1.8941294530858,3.78809165412276
f2inter-150-m2const-bufcount-mid-1-1,1.69460077001462,3.38905190640716,1.69460077001462,1,1.69460077001462,3.38905190640716
f2inter-150-m2const-bufcount-mid-1-2,3.77840188016597,2,6,1,4.82292094785683,3
f2inter-150-m2const-bufcount-mid-1-3,5,4,6,1,3,2
f2inter-150-m2const-bufcount-small-1-1,1.76075772440138,3.52135997350701,1.76075772440138,1,1.76075772440138,3.52135997350701
f2inter-150-m2const-bufcount-small-1-2,1.86340309234417,3.72664164578394,1.86340309234417,1,1.86340309234417,3.72664164578394
f2inter-150-m2const-bufcount-small-1-3,1.83442697036894,3.66869196043145,1.83442697036894,1,1.83442697036894,3.66869196043145
f2inter-150-m2const-bufm1-big-24-2,1,1.99991169977925,1,1.05196379690949,1,1.99991169977925
f2inter-150-m2const-bufm1-big-25-1,1.06199520062566,2.2088524919143,1.06199520062566,1,1.06199520062566,2.2088524919143
f2inter-150-m2const-bufm1-big-26-3,1,1.99991169977925,1,1.18748697571744,1,1.99991169977925
f2inter-150-m2const-bufm1-mid-24-2,5,3,2,1,6,3
f2inter-150-m2const-bufm1-mid-25-1,4,5,2,1,3,5
f2inter-150-m2const-bufm1-mid-26-3,6,2,4,1,5,3
f2inter-150-m2const-bufm1-small-24-2,1.83907411346884,3.67798583628749,1.83907411346884,1,1.83907411346884,3.67798583628749
f2inter-150-m2const-bufm1-small-25-1,1.81755736339431,3.63495423607221,1.81755736339431,1,1.81755736339431,3.63495423607221
f2inter-150-m2const-bufm1-small-26-3,1.80853051505991,3.6169013364761,1.80853051505991,1,1.80853051505991,3.6169013364761
f2inter-50-m2const-bufcount-big-1-1,1.36315228966986,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2inter-50-m2const-bufcount-big-1-2,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2inter-50-m2const-bufcount-big-1-3,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2inter-50-m2const-bufcount-mid-1-1,1.00392156862745,1.99921568627451,1,3.65512941176471,1,1.99921568627451
f2inter-50-m2const-bufcount-mid-1-2,2.70819329602605,6,2,1,4,5
f2inter-50-m2const-bufcount-mid-1-3,2.96368226208368,4.72654343879921,1.4472768202786,1,3.06622033975498,4.37434205817865
f2inter-50-m2const-bufcount-small-1-1,1.36315228966986,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2inter-50-m2const-bufcount-small-1-2,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2inter-50-m2const-bufcount-small-1-3,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2inter-50-m2const-bufm1-big-22-2,1,2.29909803921569,1.16341176470588,1.65167843137255,1,2.29909803921569
f2inter-50-m2const-bufm1-big-26-1,1.00392156862745,2.31909019607843,1,2.21512941176471,1,2.31909019607843
f2inter-50-m2const-bufm1-big-40-3,1,2.09917647058824,1,1.35465882352941,1,2.09917647058824
f2inter-50-m2const-bufm1-mid-22-2,5,3,1.34069849162533,1,4,6
f2inter-50-m2const-bufm1-mid-26-1,6,3,1,1.93627966558792,5,4
f2inter-50-m2const-bufm1-mid-40-3,6,3,1,1.52483922618579,5,4
f2inter-50-m2const-bufm1-small-22-2,1.29206822120208,2.583123055564,1.29206822120208,1,1.29206822120208,2.583123055564
f2inter-50-m2const-bufm1-small-26-1,1.32109940240894,2.63084560682843,1.31593885786828,1,1.31593885786828,2.63084560682843
f2inter-50-m2const-bufm1-small-40-3,1.29337891437324,2.58574341391168,1.29337891437324,1,1.29337891437324,2.58574341391168
f2total-100-m2const-bufcount-big-3-1,1.77504393673111,3.54973637961336,1.77504393673111,1,1.77504393673111,3.54973637961336
f2total-100-m2const-bufcount-big-3-2,1.77504393673111,3.54973637961336,1.77504393673111,1,1.77504393673111,3.54973637961336
f2total-100-m2const-bufcount-big-3-3,1.77504393673111,3.54973637961336,1.77504393673111,1,1.77504393673111,3.54973637961336
f2total-100-m2const-bufcount-mid-3-1,1.22153284230132,2.44282379691109,1.22153284230132,1,1.22153284230132,2.44282379691109
f2total-100-m2const-bufcount-mid-3-2,1.384149433321,2.7680247776453,1.384149433321,1,1.384149433321,2.7680247776453
f2total-100-m2const-bufcount-mid-3-3,1,2.29977227722772,4.71570099009901,1.75440594059406,1,2.29977227722772
f2total-100-m2const-bufcount-small-3-1,1.68786243085613,3.37539063152793,1.68786243085613,1,1.68786243085613,3.37539063152793
f2total-100-m2const-bufcount-small-3-2,1.73829234290828,3.47624046951104,1.73829234290828,1,1.73829234290828,3.47624046951104
f2total-100-m2const-bufcount-small-3-3,1.67843788948899,3.35654341503947,1.67843788948899,1,1.67843788948899,3.35654341503947
f2total-100-m2const-bufm1-big-127-1,4,2,6,1,5,3
f2total-100-m2const-bufm1-big-129-3,2,3.30888568585152,6,1,3.20433415755927,3
f2total-100-m2const-bufm1-big-130-2,2.95364426263034,2.7702213584656,6,1,2,2.9368291401309
f2total-100-m2const-bufm1-mid-127-1,5,2,6,1,4,3
f2total-100-m2const-bufm1-mid-129-3,4.53763466400854,3,6,1,4,2
f2total-100-m2const-bufm1-mid-130-2,5,3,6,1,4,2
f2total-100-m2const-bufm1-small-127-1,5,3,6,1,4,2
f2total-100-m2const-bufm1-small-129-3,5,1.99980198019802,1,1.61639603960396,6,1.99980198019802
f2total-100-m2const-bufm1-small-130-2,4,3,6,1,5,2
f2total-150-m2const-bufcount-big-3-1,1.8941294530858,3.78809165412276,1.8941294530858,1,1.8941294530858,3.78809165412276
f2total-150-m2const-bufcount-big-3-2,1.8941294530858,3.78809165412276,1.8941294530858,1,1.8941294530858,3.78809165412276
f2total-150-m2const-bufcount-big-3-3,1.8941294530858,3.78809165412276,1.8941294530858,1,1.8941294530858,3.78809165412276
f2total-150-m2const-bufcount-mid-3-1,1.7517699450416,3.50338520841035,1.7517699450416,1,1.7517699450416,3.50338520841035
f2total-150-m2const-bufcount-mid-3-2,4,2,6,1,4.31987727487883,3
f2total-150-m2const-bufcount-mid-3-3,4,5,6,1,3,2
f2total-150-m2const-bufcount-small-3-1,1.76152457035132,3.52289359769423,1.76152457035132,1,1.76152457035132,3.52289359769423
f2total-150-m2const-bufcount-small-3-2,1.8538859577756,3.70760821701188,1.8538859577756,1,1.8538859577756,3.70760821701188
f2total-150-m2const-bufcount-small-3-3,1.81703245308206,3.63390446179739,1.81703245308206,1,1.81703245308206,3.63390446179739
f2total-150-m2const-bufm1-big-124-2,3,4,6,1,5,2
f2total-150-m2const-bufm1-big-125-1,4,2,6,1,5,3
f2total-150-m2const-bufm1-big-126-3,3.16438399785265,2.86674718029878,6,1,4.01500968160535,2
f2total-150-m2const-bufm1-mid-124-2,3.88579485516408,2.53728532882247,2.28284284041872,1,3.63052153522809,1.72202419940053
f2total-150-m2const-bufm1-mid-125-1,5,3,6,1,4,2
f2total-150-m2const-bufm1-mid-126-3,4.16819191265289,2,6,1,4,2.53596968777645
f2total-150-m2const-bufm1-small-124-2,5,4,3,1,6,2
f2total-150-m2const-bufm1-small-125-1,5,3,6,1,4,2
f2total-150-m2const-bufm1-small-126-3,5,3,2,1,6,3
f2total-50-m2const-bufcount-big-3-1,1.36315228966986,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2total-50-m2const-bufcount-big-3-2,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2total-50-m2const-bufcount-big-3-3,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2total-50-m2const-bufcount-mid-3-1,1.00392156862745,1.99921568627451,1,3.47089411764706,1,1.99921568627451
f2total-50-m2const-bufcount-mid-3-2,2.90800252047889,6,2,1,2.90235599309323,5
f2total-50-m2const-bufcount-mid-3-3,3.09490611949403,4.9039274964975,1.4247648797753,1,2.49381615374818,4.2651981847311
f2total-50-m2const-bufcount-small-3-1,1.36315228966986,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2total-50-m2const-bufcount-small-3-2,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2total-50-m2const-bufcount-small-3-3,1.35782747603834,2.71458998935037,1.35782747603834,1,1.35782747603834,2.71458998935037
f2total-50-m2const-bufm1-big-120-2,3.47541169616524,3,4.39327992334309,1,2,4.68762163197157
f2total-50-m2const-bufm1-big-124-1,2.15502565207315,1.99006178071358,2.5682034064298,1,2.24464629153385,1.89611466544311
f2total-50-m2const-bufm1-big-139-3,4,3,6,1,2,5
f2total-50-m2const-bufm1-mid-120-2,3,4,6,1,2,5
f2total-50-m2const-bufm1-mid-124-1,2.57198265820459,2.42742835616235,3.25469475525913,1,2.83574572265265,2
f2total-50-m2const-bufm1-mid-139-3,4,2,5.063848913009,1,4.23954024277733,3
f2total-50-m2const-bufm1-small-120-2,5,3,2,1,6,3
f2total-50-m2const-bufm1-small-124-1,6,3,2,1,5,3
f2total-50-m2const-bufm1-small-139-3,6,3,4,1.0810028563938,5,1
