instance,hvns,dabc,acols.lowEva,ils.neh,dabc.tuned,hvns.tuned
f2inter-100-m2const-bufm1-mid-43-1-normal,1.00813008130081,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00813008130081
f2inter-100-m2const-bufm1-small-17-2-normal,1.01364256480219,1.03626220362622,1.08309037900875,1,1.03626220362622,1.01364256480219
f2inter-100-m2const-bufm1-small-18-1-normal,1.03190013869626,1.00813008130081,1,1.00404858299595,1.00813008130081,1.03047091412742
f2inter-100-m2const-bufm1-small-20-3-normal,1.0013440860215,1.00948509485095,1.0013440860215,1,1.00948509485095,1.0013440860215
f2inter-150-m2const-bufcount-big-1-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-big-1-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-big-1-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-mid-1-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-mid-1-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-mid-1-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-small-1-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-small-1-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufcount-small-1-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufm1-big-69-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufm1-big-69-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufm1-big-70-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufm1-mid-43-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufm1-mid-43-2-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufm1-mid-46-3-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-150-m2const-bufm1-small-19-2-normal,1.02348066298343,1.00816326530612,1,1.00406504065041,1.00816326530612,1.15241057542768
f2inter-150-m2const-bufm1-small-20-3-normal,1.02338376891334,1.01224489795918,1.00404858299595,1,1.01224489795918,1.02338376891334
f2inter-150-m2const-bufm1-small-21-1-normal,1.00404858299595,1.01224489795918,1.00404858299595,1,1.01224489795918,1.00404858299595
f2inter-50-m2const-bufcount-big-1-1-normal,1.00403225806452,1.0080971659919,1.00403225806452,1,1.0080971659919,1.00403225806452
f2inter-50-m2const-bufcount-big-1-2-normal,1.00403225806452,1.0080971659919,1.00403225806452,1,1.0080971659919,1.00403225806452
f2inter-50-m2const-bufcount-big-1-3-normal,1.00403225806452,1.0080971659919,1.00403225806452,1,1.0080971659919,1.00403225806452
f2inter-50-m2const-bufcount-mid-1-1-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufcount-mid-1-2-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufcount-mid-1-3-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufcount-small-1-1-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufcount-small-1-2-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufcount-small-1-3-normal,1,1.00403225806452,1,1,1.00403225806452,1
f2inter-50-m2const-bufm1-big-71-1-normal,1.00403225806452,1.0080971659919,1.00403225806452,1,1.0080971659919,1.00403225806452
f2inter-50-m2const-bufm1-big-71-2-normal,1.00403225806452,1.0080971659919,1.00403225806452,1,1.0080971659919,1.00403225806452
f2inter-50-m2const-bufm1-big-71-3-normal,1.00403225806452,1.0080971659919,1.00403225806452,1,1.0080971659919,1.00403225806452
f2inter-50-m2const-bufm1-mid-43-1-normal,1,1.00403225806452,1,1,1.00403225806452,1
